flight,seq,uid,timestamp,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,altitude,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,payload,yaw,IDLE_HOVER,ASCEND,TURN,HMSL,DESCEND
3,1915,a3d9,1674047276,4.449999809,104,44147,17742,33.41485214,35.14554977,39.26200104,200,0.000305573,0.025402255,0.162253052,0.986422122,4.709270477,1.712170124,-0.034425382,-0.020094713,0.032758191,-0.054172121,0.152411997,0.078429319,-0.095794678,0.470999986,0.326274883,0,0,0,1,0
3,1916,a3d9,1674047276,4.449999809,104,44147,17742,33.41485977,35.14555359,39.25926208,200,0.001492138,0.02645988,0.160909504,0.986613274,4.732824802,1.722557425,-0.033783849,0.025620762,0.035577632,-0.078060597,0.19434984,0.085856959,0.002801895,0.470999986,0.323635771,0,0,0,1,0
3,1917,a3d9,1674047276,4.449999809,104,44151,17742,33.41486359,35.14555359,39.25064087,200,0.00518937,0.026873404,0.159329638,0.98684597,4.755026817,1.728307843,-0.034657337,0.084851786,-0.032849316,-0.028854579,0.224693879,0.008092522,-0.110543251,0.470999986,0.320628307,0,0,0,1,0
3,1918,a3d9,1674047276,4.449999809,104,44151,17742,33.4148674,35.14555359,39.24769592,200,0.009992659,0.025689978,0.157579944,0.987121463,4.779792309,1.722459078,-0.039372738,0.077677183,-0.067224592,0.027681824,0.217778727,-0.108549438,-0.193422318,0.470999986,0.317263362,0,0,0,1,0
3,1919,a3d9,1674047276,4.349999905,106,44134,17742,33.41487503,35.1455574,39.23907471,200,0.014515605,0.022322932,0.156051949,0.987389863,4.804595947,1.700295448,-0.049248636,0.049595561,-0.091557577,-0.034007881,0.184064329,-0.264991373,-0.229251862,0.470999986,0.314202515,0,0,0,1,0
3,1920,a3d9,1674047276,4.349999905,106,44134,17742,33.41487885,35.1455574,39.23310089,200,0.015227254,0.020838281,0.155590266,0.987484455,4.818387032,1.664962292,-0.055680655,-0.035152812,-0.011053235,-0.026261855,0.117229655,-0.381819487,0.143268585,0.470999986,0.313221444,0,0,0,1,0
3,1921,a3d9,1674047276,4.349999905,106,44130,17742,33.41488647,35.14556122,39.21289063,200,0.010047132,0.021751283,0.157086015,0.987294257,4.830051422,1.627572775,-0.056040216,-0.14341177,0.072595693,0.038249273,0.075254411,-0.358240485,-0.028175354,0.470999986,0.316101454,0,0,0,1,0
3,1922,a3d9,1674047276,4.349999905,106,44130,17742,33.41489029,35.14556122,39.20684052,200,0.002125569,0.022861587,0.158556357,0.987082958,4.842412472,1.612540722,-0.045040157,-0.170048982,0.034350537,0.067308635,0.124592096,-0.107616678,-0.055440903,0.470999986,0.318796203,0,0,0,1,0
3,1923,a3d9,1674047276,4.349999905,106,44126,17742,33.4148941,35.14556122,39.19200897,200,-0.002512606,0.020779563,0.160367996,0.986835361,4.855415344,1.616841555,-0.042937919,-0.055193681,-0.070408419,0.031413,0.082350567,0.028965205,-0.006466866,0.470999986,0.322233844,0,0,0,1,0
3,1924,a3d9,1674047277,4.349999905,106,44126,17742,33.41490173,35.14556503,39.19081116,200,-0.005516093,0.019030225,0.161654726,0.98664844,4.860786438,1.617804646,-0.024761625,-0.133432433,-0.078971058,0.023416165,0.028720833,0.048244916,0.023765564,0.470999986,0.324705548,0,0,0,1,0
3,1925,a3d9,1674047277,4.349999905,106,44123,17869,33.41490555,35.14556503,39.17324066,200,-0.013314651,0.01576026,0.16277492,0.986447513,4.855037212,1.63458252,-0.013493117,-0.073357441,-0.008757129,-0.004645344,-0.105420247,0.180304378,0.126037598,0.470999986,0.326700293,0,0,0,1,0
3,1926,a3d9,1674047277,4.349999905,106,44123,17869,33.41491318,35.14556503,39.17155457,200,-0.011347636,0.016690833,0.16269055,0.986470699,4.842326641,1.664302111,-0.008833412,0.104370371,0.025918471,-0.004952891,-0.133379579,0.233398467,0.088161469,0.470999986,0.326590192,0,0,0,1,0
3,1927,a3d9,1674047277,4.349999905,106,44123,17869,33.41491699,35.14556885,39.15922546,200,-0.005993137,0.018326413,0.162410557,0.986534834,4.839894295,1.682291865,-0.003023807,0.096799083,6.73e-05,0.021515068,-0.015247801,0.147349253,-0.053408623,0.470999986,0.32621551,0,0,0,1,0
3,1928,a3d9,1674047277,4.349999905,106,44123,17869,33.41492081,35.14556885,39.15897369,200,-0.000434643,0.01810641,0.162067756,0.986613393,4.843349934,1.687850952,-0.004090175,0.066894859,-0.049655296,-0.057450876,-0.000587257,0.031623129,-0.101242065,0.470999986,0.325715353,0,0,0,1,0
3,1929,a3d9,1674047277,4.940000057,101,44108,17869,33.41492844,35.14557266,39.15396881,200,0.003064415,0.017408134,0.162002876,0.986631989,4.843592644,1.682993293,-0.006701037,0.071592219,-0.000512994,-0.018866412,-0.015415267,-0.084920026,0.122421265,0.470999986,0.325686421,0,0,0,1,0
3,1930,a3d9,1674047277,4.940000057,101,44108,17869,33.41493225,35.14557266,39.15635681,200,0.004289712,0.017185658,0.161630169,0.986692429,4.842795849,1.672611713,-0.008058421,0.010274604,0.003233933,-0.009391195,-0.021981224,-0.137500763,0.07924366,0.470999986,0.324964259,0,0,0,1,0
3,1931,a3d9,1674047277,4.940000057,101,44094,17869,33.41493988,35.14557648,39.14703369,200,0.003365129,0.018235274,0.161132246,0.98675859,4.84152174,1.6604563,-0.005634541,-0.038417809,0.047217797,0.028812282,0.003022038,-0.096122622,0.117349625,0.470999986,0.323950376,1,0,0,0,0
3,1932,a3d9,1674047277,4.940000057,101,44094,17869,33.41493988,35.14557648,39.1473465,200,0.001914467,0.018296983,0.161340162,0.986727357,4.845048904,1.655013323,-0.005877998,-0.009035903,-0.022391424,-0.015545766,-0.028399657,-0.037399977,0.007781982,0.470999986,0.324324229,0,0,0,1,0
3,1933,a3d9,1674047277,4.940000057,101,44093,17869,33.41494751,35.14557648,39.14437866,200,0.001425752,0.01797978,0.161364406,0.986730039,4.844080925,1.652236462,-0.006991506,0.013607536,-0.026854236,0.018649668,-0.055580705,-0.012882154,-0.025102615,0.470999986,0.324350259,0,0,0,1,0
3,1934,a3d9,1674047278,4.940000057,101,44093,17869,33.41495132,35.14558029,39.14952087,200,0.001551847,0.018807866,0.161123574,0.986753821,4.839726925,1.649999857,-0.007066065,-0.052150454,0.045434956,-0.058548164,-0.050451487,-0.070018031,-0.04559803,0.470999986,0.323883368,0,0,0,1,0
3,1935,a3d9,1674047278,4.940000057,101,44099,17938,33.41495895,35.14558029,39.14381409,200,-0.00170057,0.01869954,0.16138421,0.986712992,4.840694904,1.643208265,-0.012016055,-0.100161962,0.00941475,0.036214937,0.018614605,-0.079160839,-0.100924492,0.470999986,0.324294071,0,0,0,1,0
